council,option,status,final
Ribble Valley,https://ribblevalley.gov.uk/meetings/,,"HTTPSConnectionPool(host='ribblevalley.gov.uk', port=443): Max retries exceeded with url: /meetings/ (Caused by NameResolutionError(""HTTPSConnection(host='ribblevalley.gov.uk', port=443): Failed to resolve 'ribblevalley.gov.uk' ([Errno 8] nodename nor servname provided, or not known)""))"
Rochdale,https://rochdale.gov.uk/,,"HTTPSConnectionPool(host='rochdale.gov.uk', port=443): Max retries exceeded with url: / (Caused by NameResolutionError(""HTTPSConnection(host='rochdale.gov.uk', port=443): Failed to resolve 'rochdale.gov.uk' ([Errno 8] nodename nor servname provided, or not known)""))"
Rochdale,https://www.rochdale.gov.uk/,,"HTTPSConnectionPool(host='www.rochdale.gov.uk', port=443): Max retries exceeded with url: / (Caused by NameResolutionError(""HTTPSConnection(host='www.rochdale.gov.uk', port=443): Failed to resolve 'www.rochdale.gov.uk' ([Errno 8] nodename nor servname provided, or not known)""))"
Rochdale,https://democracy.rochdale.gov.uk/,,"HTTPSConnectionPool(host='democracy.rochdale.gov.uk', port=443): Max retries exceeded with url: / (Caused by NameResolutionError(""HTTPSConnection(host='democracy.rochdale.gov.uk', port=443): Failed to resolve 'democracy.rochdale.gov.uk' ([Errno 8] nodename nor servname provided, or not known)""))"
Rochdale,https://rochdale.moderngov.co.uk/,,"HTTPSConnectionPool(host='rochdale.moderngov.co.uk', port=443): Max retries exceeded with url: / (Caused by NameResolutionError(""HTTPSConnection(host='rochdale.moderngov.co.uk', port=443): Failed to resolve 'rochdale.moderngov.co.uk' ([Errno 8] nodename nor servname provided, or not known)""))"
Rochdale,https://rochdale.gov.uk/meetings/,,"HTTPSConnectionPool(host='rochdale.gov.uk', port=443): Max retries exceeded with url: /meetings/ (Caused by NameResolutionError(""HTTPSConnection(host='rochdale.gov.uk', port=443): Failed to resolve 'rochdale.gov.uk' ([Errno 8] nodename nor servname provided, or not known)""))"
Shropshire,https://shropshire.gov.uk/,,"HTTPSConnectionPool(host='shropshire.gov.uk', port=443): Max retries exceeded with url: / (Caused by NameResolutionError(""HTTPSConnection(host='shropshire.gov.uk', port=443): Failed to resolve 'shropshire.gov.uk' ([Errno 8] nodename nor servname provided, or not known)""))"
Shropshire,https://www.shropshire.gov.uk/,,"HTTPSConnectionPool(host='www.shropshire.gov.uk', port=443): Max retries exceeded with url: / (Caused by NameResolutionError(""HTTPSConnection(host='www.shropshire.gov.uk', port=443): Failed to resolve 'www.shropshire.gov.uk' ([Errno 8] nodename nor servname provided, or not known)""))"
Shropshire,https://democracy.shropshire.gov.uk/,,"HTTPSConnectionPool(host='democracy.shropshire.gov.uk', port=443): Max retries exceeded with url: / (Caused by NameResolutionError(""HTTPSConnection(host='democracy.shropshire.gov.uk', port=443): Failed to resolve 'democracy.shropshire.gov.uk' ([Errno 8] nodename nor servname provided, or not known)""))"
Shropshire,https://shropshire.moderngov.co.uk/,,"HTTPSConnectionPool(host='shropshire.moderngov.co.uk', port=443): Max retries exceeded with url: / (Caused by NameResolutionError(""HTTPSConnection(host='shropshire.moderngov.co.uk', port=443): Failed to resolve 'shropshire.moderngov.co.uk' ([Errno 8] nodename nor servname provided, or not known)""))"
Shropshire,https://shropshire.gov.uk/meetings/,,"HTTPSConnectionPool(host='shropshire.gov.uk', port=443): Max retries exceeded with url: /meetings/ (Caused by NameResolutionError(""HTTPSConnection(host='shropshire.gov.uk', port=443): Failed to resolve 'shropshire.gov.uk' ([Errno 8] nodename nor servname provided, or not known)""))"
Somerset,https://somerset.gov.uk/,,"HTTPSConnectionPool(host='somerset.gov.uk', port=443): Max retries exceeded with url: / (Caused by NameResolutionError(""HTTPSConnection(host='somerset.gov.uk', port=443): Failed to resolve 'somerset.gov.uk' ([Errno 8] nodename nor servname provided, or not known)""))"
Somerset,https://www.somerset.gov.uk/,,"HTTPSConnectionPool(host='www.somerset.gov.uk', port=443): Max retries exceeded with url: / (Caused by NameResolutionError(""HTTPSConnection(host='www.somerset.gov.uk', port=443): Failed to resolve 'www.somerset.gov.uk' ([Errno 8] nodename nor servname provided, or not known)""))"
Somerset,https://democracy.somerset.gov.uk/,,"HTTPSConnectionPool(host='democracy.somerset.gov.uk', port=443): Max retries exceeded with url: / (Caused by NameResolutionError(""HTTPSConnection(host='democracy.somerset.gov.uk', port=443): Failed to resolve 'democracy.somerset.gov.uk' ([Errno 8] nodename nor servname provided, or not known)""))"
Somerset,https://somerset.moderngov.co.uk/,,"HTTPSConnectionPool(host='somerset.moderngov.co.uk', port=443): Max retries exceeded with url: / (Caused by NameResolutionError(""HTTPSConnection(host='somerset.moderngov.co.uk', port=443): Failed to resolve 'somerset.moderngov.co.uk' ([Errno 8] nodename nor servname provided, or not known)""))"
Somerset,https://somerset.gov.uk/meetings/,,"HTTPSConnectionPool(host='somerset.gov.uk', port=443): Max retries exceeded with url: /meetings/ (Caused by NameResolutionError(""HTTPSConnection(host='somerset.gov.uk', port=443): Failed to resolve 'somerset.gov.uk' ([Errno 8] nodename nor servname provided, or not known)""))"
South Holland,https://southholland.gov.uk/,,"HTTPSConnectionPool(host='southholland.gov.uk', port=443): Max retries exceeded with url: / (Caused by NameResolutionError(""HTTPSConnection(host='southholland.gov.uk', port=443): Failed to resolve 'southholland.gov.uk' ([Errno 8] nodename nor servname provided, or not known)""))"
South Holland,https://www.southholland.gov.uk/,,"HTTPSConnectionPool(host='www.southholland.gov.uk', port=443): Max retries exceeded with url: / (Caused by NameResolutionError(""HTTPSConnection(host='www.southholland.gov.uk', port=443): Failed to resolve 'www.southholland.gov.uk' ([Errno 8] nodename nor servname provided, or not known)""))"
South Holland,https://democracy.southholland.gov.uk/,,"HTTPSConnectionPool(host='democracy.southholland.gov.uk', port=443): Max retries exceeded with url: / (Caused by NameResolutionError(""HTTPSConnection(host='democracy.southholland.gov.uk', port=443): Failed to resolve 'democracy.southholland.gov.uk' ([Errno 8] nodename nor servname provided, or not known)""))"
South Holland,https://southholland.moderngov.co.uk/,,"HTTPSConnectionPool(host='southholland.moderngov.co.uk', port=443): Max retries exceeded with url: / (Caused by NameResolutionError(""HTTPSConnection(host='southholland.moderngov.co.uk', port=443): Failed to resolve 'southholland.moderngov.co.uk' ([Errno 8] nodename nor servname provided, or not known)""))"
South Holland,https://southholland.gov.uk/meetings/,,"HTTPSConnectionPool(host='southholland.gov.uk', port=443): Max retries exceeded with url: /meetings/ (Caused by NameResolutionError(""HTTPSConnection(host='southholland.gov.uk', port=443): Failed to resolve 'southholland.gov.uk' ([Errno 8] nodename nor servname provided, or not known)""))"
South Lanarkshire,https://southlanarkshire.gov.uk/,,"HTTPSConnectionPool(host='southlanarkshire.gov.uk', port=443): Max retries exceeded with url: / (Caused by NameResolutionError(""HTTPSConnection(host='southlanarkshire.gov.uk', port=443): Failed to resolve 'southlanarkshire.gov.uk' ([Errno 8] nodename nor servname provided, or not known)""))"
South Lanarkshire,https://www.southlanarkshire.gov.uk/,,"HTTPSConnectionPool(host='www.southlanarkshire.gov.uk', port=443): Max retries exceeded with url: / (Caused by NameResolutionError(""HTTPSConnection(host='www.southlanarkshire.gov.uk', port=443): Failed to resolve 'www.southlanarkshire.gov.uk' ([Errno 8] nodename nor servname provided, or not known)""))"
South Lanarkshire,https://democracy.southlanarkshire.gov.uk/,,"HTTPSConnectionPool(host='democracy.southlanarkshire.gov.uk', port=443): Max retries exceeded with url: / (Caused by NameResolutionError(""HTTPSConnection(host='democracy.southlanarkshire.gov.uk', port=443): Failed to resolve 'democracy.southlanarkshire.gov.uk' ([Errno 8] nodename nor servname provided, or not known)""))"
South Lanarkshire,https://southlanarkshire.moderngov.co.uk/,,"HTTPSConnectionPool(host='southlanarkshire.moderngov.co.uk', port=443): Max retries exceeded with url: / (Caused by NameResolutionError(""HTTPSConnection(host='southlanarkshire.moderngov.co.uk', port=443): Failed to resolve 'southlanarkshire.moderngov.co.uk' ([Errno 8] nodename nor servname provided, or not known)""))"
South Lanarkshire,https://southlanarkshire.gov.uk/meetings/,,"HTTPSConnectionPool(host='southlanarkshire.gov.uk', port=443): Max retries exceeded with url: /meetings/ (Caused by NameResolutionError(""HTTPSConnection(host='southlanarkshire.gov.uk', port=443): Failed to resolve 'southlanarkshire.gov.uk' ([Errno 8] nodename nor servname provided, or not known)""))"
Southend-on-Sea,https://southendonsea.gov.uk/,,"HTTPSConnectionPool(host='southendonsea.gov.uk', port=443): Max retries exceeded with url: / (Caused by NameResolutionError(""HTTPSConnection(host='southendonsea.gov.uk', port=443): Failed to resolve 'southendonsea.gov.uk' ([Errno 8] nodename nor servname provided, or not known)""))"
Southend-on-Sea,https://www.southendonsea.gov.uk/,,"HTTPSConnectionPool(host='www.southendonsea.gov.uk', port=443): Max retries exceeded with url: / (Caused by NameResolutionError(""HTTPSConnection(host='www.southendonsea.gov.uk', port=443): Failed to resolve 'www.southendonsea.gov.uk' ([Errno 8] nodename nor servname provided, or not known)""))"
Southend-on-Sea,https://democracy.southendonsea.gov.uk/,,"HTTPSConnectionPool(host='democracy.southendonsea.gov.uk', port=443): Max retries exceeded with url: / (Caused by NameResolutionError(""HTTPSConnection(host='democracy.southendonsea.gov.uk', port=443): Failed to resolve 'democracy.southendonsea.gov.uk' ([Errno 8] nodename nor servname provided, or not known)""))"
Southend-on-Sea,https://southendonsea.moderngov.co.uk/,,"HTTPSConnectionPool(host='southendonsea.moderngov.co.uk', port=443): Max retries exceeded with url: / (Caused by NameResolutionError(""HTTPSConnection(host='southendonsea.moderngov.co.uk', port=443): Failed to resolve 'southendonsea.moderngov.co.uk' ([Errno 8] nodename nor servname provided, or not known)""))"
Southend-on-Sea,https://southendonsea.gov.uk/meetings/,,"HTTPSConnectionPool(host='southendonsea.gov.uk', port=443): Max retries exceeded with url: /meetings/ (Caused by NameResolutionError(""HTTPSConnection(host='southendonsea.gov.uk', port=443): Failed to resolve 'southendonsea.gov.uk' ([Errno 8] nodename nor servname provided, or not known)""))"
St. Helens,https://sthelens.gov.uk/,,"HTTPSConnectionPool(host='sthelens.gov.uk', port=443): Max retries exceeded with url: / (Caused by NameResolutionError(""HTTPSConnection(host='sthelens.gov.uk', port=443): Failed to resolve 'sthelens.gov.uk' ([Errno 8] nodename nor servname provided, or not known)""))"
St. Helens,https://www.sthelens.gov.uk/,,"HTTPSConnectionPool(host='www.sthelens.gov.uk', port=443): Max retries exceeded with url: / (Caused by NameResolutionError(""HTTPSConnection(host='www.sthelens.gov.uk', port=443): Failed to resolve 'www.sthelens.gov.uk' ([Errno 8] nodename nor servname provided, or not known)""))"
St. Helens,https://democracy.sthelens.gov.uk/,,"HTTPSConnectionPool(host='democracy.sthelens.gov.uk', port=443): Max retries exceeded with url: / (Caused by NameResolutionError(""HTTPSConnection(host='democracy.sthelens.gov.uk', port=443): Failed to resolve 'democracy.sthelens.gov.uk' ([Errno 8] nodename nor servname provided, or not known)""))"
St. Helens,https://sthelens.moderngov.co.uk/,,"HTTPSConnectionPool(host='sthelens.moderngov.co.uk', port=443): Max retries exceeded with url: / (Caused by NameResolutionError(""HTTPSConnection(host='sthelens.moderngov.co.uk', port=443): Failed to resolve 'sthelens.moderngov.co.uk' ([Errno 8] nodename nor servname provided, or not known)""))"
St. Helens,https://sthelens.gov.uk/meetings/,,"HTTPSConnectionPool(host='sthelens.gov.uk', port=443): Max retries exceeded with url: /meetings/ (Caused by NameResolutionError(""HTTPSConnection(host='sthelens.gov.uk', port=443): Failed to resolve 'sthelens.gov.uk' ([Errno 8] nodename nor servname provided, or not known)""))"
Staffordshire,https://staffordshire.gov.uk/,,"HTTPSConnectionPool(host='staffordshire.gov.uk', port=443): Max retries exceeded with url: / (Caused by NameResolutionError(""HTTPSConnection(host='staffordshire.gov.uk', port=443): Failed to resolve 'staffordshire.gov.uk' ([Errno 8] nodename nor servname provided, or not known)""))"
Staffordshire,https://www.staffordshire.gov.uk/,,"HTTPSConnectionPool(host='www.staffordshire.gov.uk', port=443): Max retries exceeded with url: / (Caused by NameResolutionError(""HTTPSConnection(host='www.staffordshire.gov.uk', port=443): Failed to resolve 'www.staffordshire.gov.uk' ([Errno 8] nodename nor servname provided, or not known)""))"
Staffordshire,https://democracy.staffordshire.gov.uk/,,"HTTPSConnectionPool(host='democracy.staffordshire.gov.uk', port=443): Max retries exceeded with url: / (Caused by NameResolutionError(""HTTPSConnection(host='democracy.staffordshire.gov.uk', port=443): Failed to resolve 'democracy.staffordshire.gov.uk' ([Errno 8] nodename nor servname provided, or not known)""))"
Staffordshire,https://staffordshire.moderngov.co.uk/,,"HTTPSConnectionPool(host='staffordshire.moderngov.co.uk', port=443): Max retries exceeded with url: / (Caused by NameResolutionError(""HTTPSConnection(host='staffordshire.moderngov.co.uk', port=443): Failed to resolve 'staffordshire.moderngov.co.uk' ([Errno 8] nodename nor servname provided, or not known)""))"
Staffordshire,https://staffordshire.gov.uk/meetings/,,"HTTPSConnectionPool(host='staffordshire.gov.uk', port=443): Max retries exceeded with url: /meetings/ (Caused by NameResolutionError(""HTTPSConnection(host='staffordshire.gov.uk', port=443): Failed to resolve 'staffordshire.gov.uk' ([Errno 8] nodename nor servname provided, or not known)""))"
Stratford-on-Avon,https://stratfordonavon.gov.uk/,,"HTTPSConnectionPool(host='stratfordonavon.gov.uk', port=443): Max retries exceeded with url: / (Caused by NameResolutionError(""HTTPSConnection(host='stratfordonavon.gov.uk', port=443): Failed to resolve 'stratfordonavon.gov.uk' ([Errno 8] nodename nor servname provided, or not known)""))"
Stratford-on-Avon,https://www.stratfordonavon.gov.uk/,,"HTTPSConnectionPool(host='www.stratfordonavon.gov.uk', port=443): Max retries exceeded with url: / (Caused by NameResolutionError(""HTTPSConnection(host='www.stratfordonavon.gov.uk', port=443): Failed to resolve 'www.stratfordonavon.gov.uk' ([Errno 8] nodename nor servname provided, or not known)""))"
Stratford-on-Avon,https://democracy.stratfordonavon.gov.uk/,,"HTTPSConnectionPool(host='democracy.stratfordonavon.gov.uk', port=443): Max retries exceeded with url: / (Caused by NameResolutionError(""HTTPSConnection(host='democracy.stratfordonavon.gov.uk', port=443): Failed to resolve 'democracy.stratfordonavon.gov.uk' ([Errno 8] nodename nor servname provided, or not known)""))"
Stratford-on-Avon,https://stratfordonavon.moderngov.co.uk/,,"HTTPSConnectionPool(host='stratfordonavon.moderngov.co.uk', port=443): Max retries exceeded with url: / (Caused by NameResolutionError(""HTTPSConnection(host='stratfordonavon.moderngov.co.uk', port=443): Failed to resolve 'stratfordonavon.moderngov.co.uk' ([Errno 8] nodename nor servname provided, or not known)""))"
Stratford-on-Avon,https://stratfordonavon.gov.uk/meetings/,,"HTTPSConnectionPool(host='stratfordonavon.gov.uk', port=443): Max retries exceeded with url: /meetings/ (Caused by NameResolutionError(""HTTPSConnection(host='stratfordonavon.gov.uk', port=443): Failed to resolve 'stratfordonavon.gov.uk' ([Errno 8] nodename nor servname provided, or not known)""))"
Suffolk,https://suffolk.gov.uk/,,"HTTPSConnectionPool(host='suffolk.gov.uk', port=443): Max retries exceeded with url: / (Caused by NameResolutionError(""HTTPSConnection(host='suffolk.gov.uk', port=443): Failed to resolve 'suffolk.gov.uk' ([Errno 8] nodename nor servname provided, or not known)""))"
Suffolk,https://www.suffolk.gov.uk/,,"HTTPSConnectionPool(host='www.suffolk.gov.uk', port=443): Max retries exceeded with url: / (Caused by NameResolutionError(""HTTPSConnection(host='www.suffolk.gov.uk', port=443): Failed to resolve 'www.suffolk.gov.uk' ([Errno 8] nodename nor servname provided, or not known)""))"
Suffolk,https://democracy.suffolk.gov.uk/,,"HTTPSConnectionPool(host='democracy.suffolk.gov.uk', port=443): Max retries exceeded with url: / (Caused by NameResolutionError(""HTTPSConnection(host='democracy.suffolk.gov.uk', port=443): Failed to resolve 'democracy.suffolk.gov.uk' ([Errno 8] nodename nor servname provided, or not known)""))"
Suffolk,https://suffolk.moderngov.co.uk/,,"HTTPSConnectionPool(host='suffolk.moderngov.co.uk', port=443): Max retries exceeded with url: / (Caused by NameResolutionError(""HTTPSConnection(host='suffolk.moderngov.co.uk', port=443): Failed to resolve 'suffolk.moderngov.co.uk' ([Errno 8] nodename nor servname provided, or not known)""))"
Suffolk,https://suffolk.gov.uk/meetings/,,"HTTPSConnectionPool(host='suffolk.gov.uk', port=443): Max retries exceeded with url: /meetings/ (Caused by NameResolutionError(""HTTPSConnection(host='suffolk.gov.uk', port=443): Failed to resolve 'suffolk.gov.uk' ([Errno 8] nodename nor servname provided, or not known)""))"
Swale,https://swale.gov.uk/,,"HTTPSConnectionPool(host='swale.gov.uk', port=443): Max retries exceeded with url: / (Caused by NameResolutionError(""HTTPSConnection(host='swale.gov.uk', port=443): Failed to resolve 'swale.gov.uk' ([Errno 8] nodename nor servname provided, or not known)""))"
Swale,https://www.swale.gov.uk/,,"HTTPSConnectionPool(host='www.swale.gov.uk', port=443): Max retries exceeded with url: / (Caused by NameResolutionError(""HTTPSConnection(host='www.swale.gov.uk', port=443): Failed to resolve 'www.swale.gov.uk' ([Errno 8] nodename nor servname provided, or not known)""))"
Swale,https://democracy.swale.gov.uk/,,"HTTPSConnectionPool(host='democracy.swale.gov.uk', port=443): Max retries exceeded with url: / (Caused by NameResolutionError(""HTTPSConnection(host='democracy.swale.gov.uk', port=443): Failed to resolve 'democracy.swale.gov.uk' ([Errno 8] nodename nor servname provided, or not known)""))"
Swale,https://swale.moderngov.co.uk/,,"HTTPSConnectionPool(host='swale.moderngov.co.uk', port=443): Max retries exceeded with url: / (Caused by NameResolutionError(""HTTPSConnection(host='swale.moderngov.co.uk', port=443): Failed to resolve 'swale.moderngov.co.uk' ([Errno 8] nodename nor servname provided, or not known)""))"
Swale,https://swale.gov.uk/meetings/,,"HTTPSConnectionPool(host='swale.gov.uk', port=443): Max retries exceeded with url: /meetings/ (Caused by NameResolutionError(""HTTPSConnection(host='swale.gov.uk', port=443): Failed to resolve 'swale.gov.uk' ([Errno 8] nodename nor servname provided, or not known)""))"
Tameside,https://tameside.gov.uk/,,"HTTPSConnectionPool(host='tameside.gov.uk', port=443): Max retries exceeded with url: / (Caused by NameResolutionError(""HTTPSConnection(host='tameside.gov.uk', port=443): Failed to resolve 'tameside.gov.uk' ([Errno 8] nodename nor servname provided, or not known)""))"
Tameside,https://www.tameside.gov.uk/,,"HTTPSConnectionPool(host='www.tameside.gov.uk', port=443): Max retries exceeded with url: / (Caused by NameResolutionError(""HTTPSConnection(host='www.tameside.gov.uk', port=443): Failed to resolve 'www.tameside.gov.uk' ([Errno 8] nodename nor servname provided, or not known)""))"
Tameside,https://democracy.tameside.gov.uk/,,"HTTPSConnectionPool(host='democracy.tameside.gov.uk', port=443): Max retries exceeded with url: / (Caused by NameResolutionError(""HTTPSConnection(host='democracy.tameside.gov.uk', port=443): Failed to resolve 'democracy.tameside.gov.uk' ([Errno 8] nodename nor servname provided, or not known)""))"
Tameside,https://tameside.moderngov.co.uk/,,"HTTPSConnectionPool(host='tameside.moderngov.co.uk', port=443): Max retries exceeded with url: / (Caused by NameResolutionError(""HTTPSConnection(host='tameside.moderngov.co.uk', port=443): Failed to resolve 'tameside.moderngov.co.uk' ([Errno 8] nodename nor servname provided, or not known)""))"
Tameside,https://tameside.gov.uk/meetings/,,"HTTPSConnectionPool(host='tameside.gov.uk', port=443): Max retries exceeded with url: /meetings/ (Caused by NameResolutionError(""HTTPSConnection(host='tameside.gov.uk', port=443): Failed to resolve 'tameside.gov.uk' ([Errno 8] nodename nor servname provided, or not known)""))"
Teignbridge,https://teignbridge.gov.uk/,,"HTTPSConnectionPool(host='teignbridge.gov.uk', port=443): Max retries exceeded with url: / (Caused by NameResolutionError(""HTTPSConnection(host='teignbridge.gov.uk', port=443): Failed to resolve 'teignbridge.gov.uk' ([Errno 8] nodename nor servname provided, or not known)""))"
Teignbridge,https://www.teignbridge.gov.uk/,,"HTTPSConnectionPool(host='www.teignbridge.gov.uk', port=443): Max retries exceeded with url: / (Caused by NameResolutionError(""HTTPSConnection(host='www.teignbridge.gov.uk', port=443): Failed to resolve 'www.teignbridge.gov.uk' ([Errno 8] nodename nor servname provided, or not known)""))"
Teignbridge,https://democracy.teignbridge.gov.uk/,,"HTTPSConnectionPool(host='democracy.teignbridge.gov.uk', port=443): Max retries exceeded with url: / (Caused by NameResolutionError(""HTTPSConnection(host='democracy.teignbridge.gov.uk', port=443): Failed to resolve 'democracy.teignbridge.gov.uk' ([Errno 8] nodename nor servname provided, or not known)""))"
Teignbridge,https://teignbridge.moderngov.co.uk/,,"HTTPSConnectionPool(host='teignbridge.moderngov.co.uk', port=443): Max retries exceeded with url: / (Caused by NameResolutionError(""HTTPSConnection(host='teignbridge.moderngov.co.uk', port=443): Failed to resolve 'teignbridge.moderngov.co.uk' ([Errno 8] nodename nor servname provided, or not known)""))"
Teignbridge,https://teignbridge.gov.uk/meetings/,,"HTTPSConnectionPool(host='teignbridge.gov.uk', port=443): Max retries exceeded with url: /meetings/ (Caused by NameResolutionError(""HTTPSConnection(host='teignbridge.gov.uk', port=443): Failed to resolve 'teignbridge.gov.uk' ([Errno 8] nodename nor servname provided, or not known)""))"
Tendring,https://tendring.gov.uk/,,"HTTPSConnectionPool(host='tendring.gov.uk', port=443): Max retries exceeded with url: / (Caused by NameResolutionError(""HTTPSConnection(host='tendring.gov.uk', port=443): Failed to resolve 'tendring.gov.uk' ([Errno 8] nodename nor servname provided, or not known)""))"
Tendring,https://www.tendring.gov.uk/,,"HTTPSConnectionPool(host='www.tendring.gov.uk', port=443): Max retries exceeded with url: / (Caused by NameResolutionError(""HTTPSConnection(host='www.tendring.gov.uk', port=443): Failed to resolve 'www.tendring.gov.uk' ([Errno 8] nodename nor servname provided, or not known)""))"
Tendring,https://democracy.tendring.gov.uk/,,"HTTPSConnectionPool(host='democracy.tendring.gov.uk', port=443): Max retries exceeded with url: / (Caused by NameResolutionError(""HTTPSConnection(host='democracy.tendring.gov.uk', port=443): Failed to resolve 'democracy.tendring.gov.uk' ([Errno 8] nodename nor servname provided, or not known)""))"
Tendring,https://tendring.moderngov.co.uk/,,"HTTPSConnectionPool(host='tendring.moderngov.co.uk', port=443): Max retries exceeded with url: / (Caused by NameResolutionError(""HTTPSConnection(host='tendring.moderngov.co.uk', port=443): Failed to resolve 'tendring.moderngov.co.uk' ([Errno 8] nodename nor servname provided, or not known)""))"
Tendring,https://tendring.gov.uk/meetings/,,"HTTPSConnectionPool(host='tendring.gov.uk', port=443): Max retries exceeded with url: /meetings/ (Caused by NameResolutionError(""HTTPSConnection(host='tendring.gov.uk', port=443): Failed to resolve 'tendring.gov.uk' ([Errno 8] nodename nor servname provided, or not known)""))"
Thanet,https://thanet.gov.uk/,,"HTTPSConnectionPool(host='thanet.gov.uk', port=443): Max retries exceeded with url: / (Caused by NameResolutionError(""HTTPSConnection(host='thanet.gov.uk', port=443): Failed to resolve 'thanet.gov.uk' ([Errno 8] nodename nor servname provided, or not known)""))"
Thanet,https://www.thanet.gov.uk/,,"HTTPSConnectionPool(host='www.thanet.gov.uk', port=443): Max retries exceeded with url: / (Caused by NameResolutionError(""HTTPSConnection(host='www.thanet.gov.uk', port=443): Failed to resolve 'www.thanet.gov.uk' ([Errno 8] nodename nor servname provided, or not known)""))"
Thanet,https://democracy.thanet.gov.uk/,,"HTTPSConnectionPool(host='democracy.thanet.gov.uk', port=443): Max retries exceeded with url: / (Caused by NameResolutionError(""HTTPSConnection(host='democracy.thanet.gov.uk', port=443): Failed to resolve 'democracy.thanet.gov.uk' ([Errno 8] nodename nor servname provided, or not known)""))"
Thanet,https://thanet.moderngov.co.uk/,,"HTTPSConnectionPool(host='thanet.moderngov.co.uk', port=443): Max retries exceeded with url: / (Caused by NameResolutionError(""HTTPSConnection(host='thanet.moderngov.co.uk', port=443): Failed to resolve 'thanet.moderngov.co.uk' ([Errno 8] nodename nor servname provided, or not known)""))"
Thanet,https://thanet.gov.uk/meetings/,,"HTTPSConnectionPool(host='thanet.gov.uk', port=443): Max retries exceeded with url: /meetings/ (Caused by NameResolutionError(""HTTPSConnection(host='thanet.gov.uk', port=443): Failed to resolve 'thanet.gov.uk' ([Errno 8] nodename nor servname provided, or not known)""))"
Thurrock,https://thurrock.gov.uk/,,"HTTPSConnectionPool(host='thurrock.gov.uk', port=443): Max retries exceeded with url: / (Caused by NameResolutionError(""HTTPSConnection(host='thurrock.gov.uk', port=443): Failed to resolve 'thurrock.gov.uk' ([Errno 8] nodename nor servname provided, or not known)""))"
Thurrock,https://www.thurrock.gov.uk/,,"HTTPSConnectionPool(host='www.thurrock.gov.uk', port=443): Max retries exceeded with url: / (Caused by NameResolutionError(""HTTPSConnection(host='www.thurrock.gov.uk', port=443): Failed to resolve 'www.thurrock.gov.uk' ([Errno 8] nodename nor servname provided, or not known)""))"
Thurrock,https://democracy.thurrock.gov.uk/,,"HTTPSConnectionPool(host='democracy.thurrock.gov.uk', port=443): Max retries exceeded with url: / (Caused by NameResolutionError(""HTTPSConnection(host='democracy.thurrock.gov.uk', port=443): Failed to resolve 'democracy.thurrock.gov.uk' ([Errno 8] nodename nor servname provided, or not known)""))"
Thurrock,https://thurrock.moderngov.co.uk/,,"HTTPSConnectionPool(host='thurrock.moderngov.co.uk', port=443): Max retries exceeded with url: / (Caused by NameResolutionError(""HTTPSConnection(host='thurrock.moderngov.co.uk', port=443): Failed to resolve 'thurrock.moderngov.co.uk' ([Errno 8] nodename nor servname provided, or not known)""))"
Thurrock,https://thurrock.gov.uk/meetings/,,"HTTPSConnectionPool(host='thurrock.gov.uk', port=443): Max retries exceeded with url: /meetings/ (Caused by NameResolutionError(""HTTPSConnection(host='thurrock.gov.uk', port=443): Failed to resolve 'thurrock.gov.uk' ([Errno 8] nodename nor servname provided, or not known)""))"
Torfaen,https://torfaen.gov.uk/,,"HTTPSConnectionPool(host='torfaen.gov.uk', port=443): Max retries exceeded with url: / (Caused by NameResolutionError(""HTTPSConnection(host='torfaen.gov.uk', port=443): Failed to resolve 'torfaen.gov.uk' ([Errno 8] nodename nor servname provided, or not known)""))"
Torfaen,https://www.torfaen.gov.uk/,,"HTTPSConnectionPool(host='www.torfaen.gov.uk', port=443): Max retries exceeded with url: / (Caused by NameResolutionError(""HTTPSConnection(host='www.torfaen.gov.uk', port=443): Failed to resolve 'www.torfaen.gov.uk' ([Errno 8] nodename nor servname provided, or not known)""))"
Torfaen,https://democracy.torfaen.gov.uk/,,"HTTPSConnectionPool(host='democracy.torfaen.gov.uk', port=443): Max retries exceeded with url: / (Caused by NameResolutionError(""HTTPSConnection(host='democracy.torfaen.gov.uk', port=443): Failed to resolve 'democracy.torfaen.gov.uk' ([Errno 8] nodename nor servname provided, or not known)""))"
Torfaen,https://torfaen.moderngov.co.uk/,,"HTTPSConnectionPool(host='torfaen.moderngov.co.uk', port=443): Max retries exceeded with url: / (Caused by NameResolutionError(""HTTPSConnection(host='torfaen.moderngov.co.uk', port=443): Failed to resolve 'torfaen.moderngov.co.uk' ([Errno 8] nodename nor servname provided, or not known)""))"
Torfaen,https://torfaen.gov.uk/meetings/,,"HTTPSConnectionPool(host='torfaen.gov.uk', port=443): Max retries exceeded with url: /meetings/ (Caused by NameResolutionError(""HTTPSConnection(host='torfaen.gov.uk', port=443): Failed to resolve 'torfaen.gov.uk' ([Errno 8] nodename nor servname provided, or not known)""))"
Uttlesford,https://uttlesford.gov.uk/,,"HTTPSConnectionPool(host='uttlesford.gov.uk', port=443): Max retries exceeded with url: / (Caused by NameResolutionError(""HTTPSConnection(host='uttlesford.gov.uk', port=443): Failed to resolve 'uttlesford.gov.uk' ([Errno 8] nodename nor servname provided, or not known)""))"
